country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
China,2022,CHN,1425887360.0,,763.365,0.535,11396.777,60.544,0.534,12378.281,137.752,1.125,8.681,,0.28,7.993,,0.257,8250.736,5.786,,,,16403.186,260619.234,322660.094,195401.453,158.329,7896.012,66719.062,35689.184,5071.09,31051.48,,4.678,0.003,755.172,0.53,,,981.504,0.688,,,,,1451.287,1.018,0.12,171.539,44275.914,47.548,30.678,29.856,54.212,35.167,14.7,12.553,23.854,0.817,3.016,8.319,5.795,50.752,1.177,9.746,22.773,12.218,56.952,,,,,,,,,
France,2000,FRA,58665456.0,2031949578240.0,8.561,0.146,406.508,-5.862,-1.422,386.885,-6.946,-1.764,6.595,0.19,0.125,6.929,0.2,0.131,65.595,1.118,519.231,8.851,0.256,543.934,31476.785,27229.668,18122.939,98.553,1807.689,-3926.314,10850.722,52.949,52966.594,1.529,4.227,0.072,84.108,1.434,8.632,8.217,-19.623,-0.334,72.97,1.244,49.49,0.844,239.201,4.077,0.082,4.815,3107.309,1.187,1.594,1.253,0.712,2.954,3.008,1.569,3.451,0.873,1.482,-0.566,2.969,1.311,1.217,1.778,-0.365,2.327,2.226,1.591,0.003,0.013,0.018,0.002,482.03,506.38,112.723,27.73
France,2001,FRA,59014776.0,2077914824704.0,8.655,0.147,411.016,4.509,1.109,388.384,1.499,0.388,6.581,0.187,0.123,6.965,0.198,0.131,56.02,0.949,518.792,8.791,0.25,552.589,31887.803,27618.051,18178.959,102.74,1895.992,-3948.947,11099.938,57.582,53298.859,1.514,4.188,0.071,88.303,1.496,8.668,7.554,-22.633,-0.384,73.23,1.241,50.23,0.851,249.218,4.223,0.078,4.633,3145.42,1.148,1.601,1.265,0.605,2.883,2.975,1.564,3.402,0.884,1.496,-0.565,2.954,1.354,1.247,1.857,-0.449,2.406,2.171,1.581,0.003,0.013,0.018,0.002,445.8,511.55,107.775,26.222
France,2002,FRA,59372784.0,2107291205632.0,8.643,0.146,406.431,-4.585,-1.116,382.439,-5.945,-1.531,6.441,0.181,0.123,6.845,0.193,0.131,58.498,0.985,511.183,8.61,0.243,561.232,32294.234,28000.49,18237.459,106.683,1983.8,-3972.939,11342.824,62.237,52433.27,1.477,3.942,0.066,87.808,1.479,8.5,7.391,-23.992,-0.404,71.93,1.211,47.75,0.804,242.885,4.091,0.078,4.655,3113.109,1.105,1.548,1.209,0.604,2.814,2.94,1.558,3.352,0.893,1.507,-0.565,2.938,1.392,1.214,1.79,-0.446,2.35,2.152,1.571,0.003,0.013,0.018,0.002,438.84,504.64,104.752,25.774
France,2003,FRA,59728260.0,2130783764480.0,8.556,0.143,412.457,6.026,1.483,389.716,7.278,1.903,6.525,0.183,0.124,6.906,0.194,0.131,59.119,0.99,521.594,8.733,0.245,569.787,32706.689,28390.205,18296.578,110.585,2075.303,-3995.68,11587.565,66.871,52657.883,1.476,3.903,0.065,91.503,1.532,8.535,7.433,-22.741,-0.381,70.79,1.185,47.62,0.797,244.742,4.098,0.078,4.634,3145.164,0.995,1.492,1.164,0.562,2.739,2.905,1.551,3.299,0.9,1.518,-0.563,2.921,1.426,1.133,1.8,-0.39,2.305,2.096,1.559,0.003,0.014,0.019,0.002,443.99,509.78,109.137,26.46
France,2004,FRA,60108436.0,2196565655552.0,9.065,0.151,413.663,1.207,0.293,388.765,-0.951,-0.244,6.468,0.177,0.123,6.882,0.188,0.13,58.165,0.968,542.455,9.025,0.247,578.852,33120.355,28778.971,18354.744,114.513,2168.39,-4020.578,11832.242,71.613,52754.129,1.444,3.928,0.065,93.088,1.549,8.453,7.356,-24.898,-0.414,70.07,1.166,45.07,0.75,244.676,4.071,0.079,4.742,3170.968,1.009,1.445,1.143,0.535,2.667,2.869,1.543,3.246,0.906,1.527,-0.562,2.902,1.455,1.146,1.77,-0.462,2.222,2.048,1.547,0.003,0.014,0.019,0.002,442.18,508.08,128.792,31.134
France,2005,FRA,60510080.0,2238357176320.0,9.108,0.151,416.151,2.488,0.601,391.523,2.757,0.709,6.47,0.175,0.124,6.877,0.186,0.132,62.002,1.025,551.656,9.117,0.246,587.96,33536.504,29170.494,18416.744,118.444,2263.207,-4045.206,12074.037,76.111,52097.117,1.408,3.93,0.065,94.816,1.567,8.418,7.329,-24.628,-0.407,69.37,1.146,43.9,0.725,241.795,3.996,0.074,4.499,3152.401,0.945,1.406,1.135,0.537,2.594,2.832,1.536,3.191,0.912,1.536,-0.562,2.883,1.474,1.129,1.764,-0.503,2.177,1.857,1.535,0.003,0.014,0.019,0.002,443.48,509.36,135.505,32.562
France,2006,FRA,60919152.0,2296438063104.0,9.307,0.153,406.31,-9.841,-2.365,382.907,-8.616,-2.201,6.285,0.167,0.122,6.67,0.177,0.13,59.43,0.976,550.43,9.035,0.24,597.267,33942.816,29553.4,18476.176,122.673,2355.397,-4068.609,12310.601,80.701,51332.477,1.362,4.229,0.069,92.19,1.513,8.2,7.118,-23.403,-0.384,68.67,1.127,43.08,0.707,236.564,3.883,0.075,4.59,3127.131,0.885,1.328,1.068,0.487,2.518,2.794,1.527,3.135,0.92,1.54,-0.561,2.863,1.49,1.217,1.663,-0.447,2.11,1.815,1.522,0.003,0.014,0.019,0.002,433.64,499.56,144.12,35.471
France,2007,FRA,61329380.0,2353924145152.0,9.478,0.155,396.198,-10.112,-2.489,369.889,-13.018,-3.4,6.031,0.157,0.12,6.46,0.168,0.129,61.307,1.0,550.306,8.973,0.234,606.745,34339.012,29923.289,18537.482,127.197,2444.437,-4094.919,12537.899,85.251,50095.922,1.305,4.525,0.074,89.04,1.452,8.036,6.962,-26.309,-0.429,68.87,1.123,44.16,0.72,227.299,3.706,0.074,4.55,3072.352,0.839,1.258,1.026,0.479,2.442,2.755,1.518,3.079,0.93,1.541,-0.561,2.841,1.502,1.318,1.554,-0.577,2.021,1.753,1.509,0.003,0.014,0.019,0.002,426.95,492.87,154.108,38.897
France,2008,FRA,61721004.0,2361538117632.0,8.88,0.144,389.427,-6.771,-1.709,361.012,-8.876,-2.4,5.849,0.153,0.117,6.309,0.165,0.126,56.113,0.909,543.768,8.81,0.23,615.625,34728.441,30284.301,18593.594,131.997,2536.364,-4123.333,12761.203,89.656,49932.984,1.305,4.8,0.078,91.927,1.489,7.888,6.82,-28.415,-0.46,69.01,1.118,42.34,0.686,223.303,3.618,0.071,4.405,3081.914,0.777,1.215,0.981,0.425,2.368,2.717,1.508,3.022,0.942,1.541,-0.561,2.82,1.51,1.434,1.56,-0.599,1.993,1.694,1.497,0.003,0.014,0.019,0.002,420.92,486.84,154.341,39.633
France,2009,FRA,62093300.0,2294314958848.0,7.679,0.124,370.966,-18.462,-4.741,342.7,-18.312,-5.072,5.519,0.149,0.118,5.974,0.162,0.127,45.106,0.726,504.964,8.132,0.22,623.304,35099.406,30627.0,18638.701,136.512,2626.919,-4151.599,12980.447,93.522,46864.531,1.268,4.515,0.073,90.555,1.458,7.553,6.491,-28.266,-0.455,67.81,1.092,40.15,0.647,219.245,3.531,0.062,3.865,2909.973,0.653,1.178,0.933,0.346,2.294,2.68,1.498,2.967,0.952,1.542,-0.561,2.801,1.513,1.366,1.575,-0.54,2.0,1.584,1.485,0.003,0.015,0.02,0.002,403.06,468.97,133.999,36.122
France,2010,FRA,62444568.0,2341292736512.0,7.888,0.126,376.564,5.598,1.509,347.831,5.131,1.497,5.57,0.149,0.116,6.03,0.161,0.126,49.002,0.785,503.269,8.059,0.215,631.192,35475.969,30974.832,18687.703,140.628,2722.918,-4180.332,13196.002,97.527,48006.328,1.28,4.116,0.066,95.999,1.537,7.573,6.518,-28.733,-0.46,67.7,1.084,39.06,0.626,215.554,3.452,0.064,4.005,2997.734,0.629,1.131,0.904,0.352,2.221,2.641,1.487,2.91,0.958,1.543,-0.561,2.779,1.517,1.206,1.55,-0.555,1.903,1.627,1.473,0.003,0.015,0.02,0.002,407.0,472.92,126.705,33.648
France,2011,FRA,62775272.0,2391848255488.0,8.065,0.128,354.089,-22.475,-5.968,326.676,-21.155,-6.082,5.204,0.137,0.113,5.641,0.148,0.123,42.043,0.67,501.105,7.983,0.21,639.257,35830.059,31301.51,18729.746,144.513,2810.505,-4207.745,13404.285,101.753,45914.77,1.205,3.885,0.062,87.586,1.395,7.276,6.312,-27.413,-0.437,65.31,1.04,37.1,0.591,208.283,3.318,0.067,4.226,2882.312,0.598,1.028,0.824,0.285,2.147,2.601,1.474,2.851,0.961,1.537,-0.561,2.757,1.518,1.081,1.374,-0.525,1.835,1.536,1.458,0.003,0.015,0.02,0.002,396.23,456.76,147.016,41.519
France,2012,FRA,63071412.0,2395403190272.0,7.502,0.119,356.445,2.355,0.665,332.439,5.763,1.764,5.271,0.139,0.115,5.651,0.149,0.124,46.709,0.741,479.554,7.603,0.2,646.759,36186.5,31633.947,18776.455,147.825,2900.912,-4231.75,13608.67,105.882,45681.148,1.203,3.312,0.053,90.408,1.433,7.299,6.34,-24.006,-0.381,64.75,1.027,37.7,0.598,204.385,3.241,0.065,4.129,2881.175,0.542,1.02,0.825,0.314,2.076,2.562,1.462,2.795,0.959,1.532,-0.56,2.735,1.517,0.878,1.39,-0.449,1.778,1.492,1.444,0.003,0.015,0.02,0.002,399.86,460.35,123.11,34.538
France,2013,FRA,63335180.0,2415696805888.0,7.3,0.115,358.487,2.043,0.573,337.233,4.794,1.442,5.325,0.14,0.116,5.66,0.148,0.123,49.449,0.781,466.585,7.367,0.193,654.058,36544.992,31971.18,18825.902,150.881,2991.903,-4253.005,13812.073,110.172,45921.207,1.204,3.056,0.048,90.991,1.437,7.284,6.328,-21.254,-0.336,64.63,1.02,38.65,0.61,203.403,3.212,0.068,4.289,2908.428,0.506,1.017,0.841,0.33,2.006,2.524,1.451,2.741,0.955,1.527,-0.559,2.712,1.515,0.793,1.392,-0.437,1.756,1.456,1.43,0.003,0.015,0.02,0.002,400.78,461.32,108.097,30.154
France,2014,FRA,63588496.0,2424453726208.0,6.975,0.11,327.009,-31.478,-8.781,306.289,-30.944,-9.176,4.817,0.126,0.11,5.143,0.135,0.117,39.449,0.62,434.585,6.834,0.179,661.033,36872.0,32277.469,18865.354,153.844,3068.167,-4273.726,14009.221,114.382,43808.914,1.149,2.963,0.047,76.263,1.199,6.729,5.777,-20.721,-0.326,63.5,0.999,38.9,0.612,197.148,3.1,0.066,4.211,2785.743,0.465,0.922,0.753,0.263,1.939,2.486,1.438,2.688,0.95,1.515,-0.558,2.69,1.509,0.766,1.147,-0.397,1.696,1.379,1.416,0.003,0.015,0.02,0.002,367.33,427.86,107.575,32.897
France,2015,FRA,63809768.0,2453072773120.0,6.606,0.104,331.414,4.405,1.347,317.056,10.767,3.515,4.969,0.129,0.113,5.194,0.135,0.118,37.941,0.595,422.465,6.621,0.172,667.639,37203.414,32594.525,18903.293,156.706,3149.38,-4288.083,14208.014,118.383,43929.527,1.143,2.862,0.045,81.213,1.273,6.79,5.841,-14.358,-0.225,62.91,0.986,39.51,0.619,198.792,3.115,0.063,4.0,2803.133,0.457,0.935,0.772,0.259,1.878,2.45,1.426,2.638,0.946,1.504,-0.556,2.667,1.502,0.745,1.197,-0.255,1.673,1.317,1.402,0.003,0.015,0.021,0.002,372.72,433.26,91.051,27.473
France,2016,FRA,63989320.0,2479389933568.0,6.639,0.104,334.005,2.591,0.782,315.409,-1.647,-0.52,4.929,0.127,0.114,5.22,0.135,0.121,35.853,0.56,429.594,6.714,0.173,674.278,37537.418,32909.934,18939.146,159.579,3238.236,-4306.68,14404.015,122.165,43053.949,1.111,2.873,0.045,88.856,1.389,6.777,5.817,-18.596,-0.291,61.99,0.969,38.02,0.594,196.002,3.063,0.059,3.782,2754.993,0.448,0.942,0.787,0.25,1.821,2.415,1.415,2.591,0.942,1.497,-0.555,2.644,1.493,0.768,1.275,-0.404,1.632,1.259,1.389,0.003,0.016,0.021,0.002,372.24,433.67,95.589,28.619
France,2017,FRA,64144092.0,2536203354112.0,6.483,0.101,336.896,2.891,0.866,322.054,6.645,2.107,5.021,0.127,0.118,5.252,0.133,0.123,39.819,0.621,427.414,6.663,0.169,680.761,37874.316,33231.988,18978.965,162.4,3327.246,-4321.522,14599.058,125.886,42633.387,1.078,2.821,0.044,89.01,1.388,6.812,5.855,-14.842,-0.231,61.12,0.953,39.73,0.619,195.042,3.041,0.058,3.721,2734.68,0.431,0.935,0.793,0.275,1.767,2.382,1.405,2.546,0.937,1.489,-0.554,2.621,1.483,0.728,1.25,-0.325,1.596,1.229,1.376,0.003,0.016,0.021,0.002,375.56,436.92,90.518,26.868
France,2018,FRA,64277812.0,2581673803776.0,6.701,0.104,322.079,-14.817,-4.398,302.721,-19.332,-6.003,4.71,0.117,0.109,5.011,0.125,0.116,35.013,0.545,426.543,6.636,0.165,687.463,38196.391,33534.711,19013.979,165.309,3411.861,-4340.879,14787.891,129.893,43334.203,1.079,2.909,0.045,84.615,1.316,6.571,5.616,-19.357,-0.301,60.35,0.939,38.09,0.593,188.833,2.938,0.062,4.006,2785.428,0.428,0.876,0.737,0.238,1.715,2.348,1.393,2.502,0.932,1.477,-0.553,2.598,1.478,0.714,1.129,-0.452,1.539,1.322,1.363,0.003,0.016,0.021,0.002,360.98,422.4,104.464,32.434
France,2019,FRA,64399760.0,,6.807,0.106,315.45,-6.629,-2.058,297.02,-5.702,-1.883,4.612,,0.109,4.898,,0.116,29.343,0.456,413.963,6.428,,694.269,38511.844,33831.73,19043.32,167.817,3498.006,-4359.309,14974.648,133.782,42326.785,,2.508,0.039,86.144,1.338,6.413,5.46,-18.43,-0.286,59.48,0.924,37.4,0.581,186.758,2.9,0.06,3.89,2725.835,0.421,0.852,0.713,0.2,1.664,2.315,1.382,2.458,0.923,1.466,-0.552,2.575,1.471,0.576,1.13,-0.401,1.509,1.274,1.349,0.003,0.016,0.021,0.002,351.6,413.0,98.514,31.23
France,2020,FRA,64480052.0,,6.197,0.096,281.539,-33.911,-10.75,263.456,-33.564,-11.3,4.086,,0.107,4.366,,0.115,23.856,0.37,375.641,5.826,,700.467,38793.383,34095.188,19067.178,169.954,3578.077,-4377.393,15140.207,137.502,38063.406,,2.136,0.033,80.072,1.242,5.831,4.879,-18.083,-0.28,58.46,0.907,36.21,0.562,165.558,2.568,0.058,3.719,2454.33,0.379,0.804,0.67,0.168,1.616,2.283,1.371,2.417,0.915,1.454,-0.552,2.555,1.464,0.536,1.06,-0.421,1.519,1.261,1.335,0.003,0.016,0.021,0.002,314.57,376.01,94.102,33.424
France,2021,FRA,64531448.0,,6.495,0.101,306.776,25.237,8.964,290.016,26.56,10.081,4.494,,0.111,4.754,,0.117,30.421,0.471,415.83,6.444,,706.961,39100.156,34385.199,19097.598,171.659,3663.338,-4394.152,15319.033,141.569,40464.465,,1.705,0.026,85.261,1.321,,,-16.76,-0.26,,,,,178.827,2.771,0.063,4.067,2611.23,0.384,0.833,0.705,0.203,1.57,2.253,1.36,2.375,0.905,1.442,-0.551,2.536,1.461,0.423,1.076,-0.388,1.553,1.35,1.322,0.003,0.016,0.021,0.002,,,109.054,35.548
France,2022,FRA,64626624.0,,6.495,0.1,297.534,-9.242,-3.013,281.911,-8.105,-2.795,4.362,,0.121,4.604,,0.128,27.961,0.433,,,,713.456,39397.691,34667.109,19125.559,173.375,3741.262,-4409.774,15498.377,145.663,36051.793,,1.716,0.027,77.924,1.206,,,-15.622,-0.242,,,,,179.344,2.775,0.063,4.094,2329.906,0.405,0.801,0.68,0.184,1.53,2.222,1.349,2.335,0.895,1.429,-0.55,2.516,1.458,0.432,1.006,-0.362,1.51,1.359,,,,,,,,,
Germany,2000,DEU,81551680.0,2741356986368.0,15.253,0.187,898.938,3.536,0.395,878.691,4.291,0.491,10.775,0.321,0.22,11.023,0.328,0.225,373.46,4.579,1083.652,13.288,0.395,929.404,76232.078,76120.406,57687.305,39.465,3583.163,127.839,13880.505,112.237,48903.699,1.455,2.992,0.037,166.421,2.041,11.761,11.357,-20.247,-0.248,74.99,0.92,45.45,0.557,330.737,4.056,0.124,10.075,3988.179,2.114,3.525,2.846,4.056,5.048,7.286,4.387,10.984,0.35,2.937,0.018,3.799,2.778,0.862,3.518,-0.377,3.218,4.658,3.635,0.006,0.033,0.041,0.002,926.16,959.12,184.714,20.548
Germany,2001,DEU,81514568.0,2819462529024.0,13.504,0.166,915.242,16.304,1.814,894.052,15.361,1.748,10.968,0.317,0.22,11.228,0.325,0.225,376.52,4.619,1080.182,13.251,0.383,942.908,77147.328,77014.461,58063.828,42.435,3756.963,106.649,14219.361,121.83,49841.387,1.441,2.97,0.036,173.8,2.132,11.997,11.997,-21.19,-0.26,73.32,0.899,47.11,0.578,338.856,4.157,0.118,9.592,4062.799,1.791,3.565,2.911,4.066,4.92,7.197,4.362,10.865,0.365,2.964,0.015,3.784,2.864,0.884,3.654,-0.421,3.272,4.496,3.602,0.006,0.034,0.042,0.002,977.91,977.89,164.94,18.022
Germany,2002,DEU,81443424.0,2851462971392.0,12.823,0.157,898.835,-16.408,-1.793,882.237,-11.816,-1.322,10.833,0.309,0.22,11.036,0.315,0.224,375.786,4.614,1027.003,12.61,0.36,955.731,78046.156,77896.695,58439.613,45.401,3930.573,90.051,14543.773,131.068,49257.789,1.407,2.966,0.036,173.61,2.132,11.809,11.808,-16.598,-0.204,71.09,0.873,46.91,0.576,324.412,3.983,0.113,9.238,4011.723,1.64,3.424,2.789,3.88,4.791,7.106,4.334,10.74,0.38,2.985,0.013,3.767,2.932,0.913,3.54,-0.308,3.138,4.271,3.568,0.006,0.034,0.042,0.002,961.7,961.78,128.169,14.259
Germany,2003,DEU,81346808.0,2863394193408.0,13.507,0.166,899.858,1.024,0.114,886.139,3.902,0.442,10.893,0.309,0.221,11.062,0.314,0.224,379.524,4.666,1067.265,13.12,0.373,969.238,78946.016,78782.836,58819.137,48.404,4105.432,76.332,14863.486,140.321,49300.902,1.401,3.003,0.037,174.859,2.15,11.838,11.835,-13.72,-0.169,68.93,0.847,46.67,0.574,319.712,3.93,0.114,9.253,4010.471,1.571,3.255,2.647,3.607,4.658,7.012,4.303,10.605,0.394,3.002,0.011,3.746,2.992,0.871,3.44,-0.235,3.011,4.186,3.532,0.006,0.034,0.042,0.002,962.78,963.01,167.407,18.604
Germany,2004,DEU,81266672.0,2929753849856.0,14.068,0.173,885.633,-14.226,-1.581,871.898,-14.241,-1.607,10.729,0.298,0.217,10.898,0.302,0.221,375.978,4.626,1050.724,12.929,0.359,983.307,79831.648,79654.734,59195.113,51.332,4278.776,62.597,15173.667,149.454,49342.406,1.369,2.928,0.036,173.344,2.133,11.647,11.642,-13.734,-0.169,66.26,0.815,47.99,0.591,310.181,3.817,0.112,9.133,4009.893,1.566,3.094,2.563,3.457,4.53,6.915,4.271,10.467,0.406,3.013,0.009,3.721,3.036,0.855,3.295,-0.255,2.817,3.944,3.495,0.006,0.035,0.042,0.002,946.12,946.51,165.091,18.641
Germany,2005,DEU,81212168.0,2983874265088.0,13.05,0.161,865.471,-20.162,-2.277,849.308,-22.59,-2.591,10.458,0.285,0.214,10.657,0.29,0.218,363.226,4.473,1049.215,12.919,0.352,996.356,80697.125,80504.047,59558.34,54.286,4452.193,46.435,15477.679,158.266,48793.566,1.328,2.954,0.036,173.416,2.135,11.384,11.38,-16.163,-0.199,64.63,0.796,46.24,0.569,304.012,3.743,0.109,8.812,3962.631,1.354,2.925,2.463,3.144,4.395,6.815,4.238,10.321,0.418,3.021,0.006,3.695,3.065,0.849,3.226,-0.33,2.737,3.637,3.457,0.006,0.035,0.043,0.002,924.16,924.53,183.744,21.231
Germany,2006,DEU,81177816.0,3129394593792.0,13.34,0.164,877.498,12.027,1.39,863.19,13.882,1.635,10.633,0.276,0.212,10.81,0.28,0.216,369.583,4.553,1042.732,12.845,0.333,1009.697,81574.617,81367.234,59927.926,57.355,4630.576,32.127,15781.817,167.25,50043.031,1.298,3.069,0.038,178.383,2.197,11.497,11.493,-14.307,-0.176,62.77,0.773,44.81,0.552,304.138,3.747,0.111,8.984,4062.384,1.269,2.867,2.408,3.03,4.257,6.715,4.205,10.17,0.43,3.028,0.004,3.67,3.087,0.883,3.218,-0.273,2.713,3.552,3.419,0.005,0.036,0.043,0.002,932.95,933.32,165.234,18.83
Germany,2007,DEU,81183832.0,3268102848512.0,14.449,0.178,850.23,-27.268,-3.107,837.065,-26.125,-3.027,10.311,0.256,0.215,10.473,0.26,0.218,379.374,4.673,1040.366,12.815,0.318,1024.146,82424.852,82204.297,60307.297,60.344,4805.003,18.963,16051.62,176.438,47958.129,1.191,2.989,0.037,174.428,2.149,11.146,11.142,-13.165,-0.162,61.21,0.754,48.47,0.597,269.802,3.323,0.113,9.188,3893.425,1.28,2.699,2.322,2.967,4.121,6.614,4.17,10.017,0.441,3.028,0.003,3.637,3.108,0.871,3.044,-0.289,2.398,3.539,3.38,0.005,0.036,0.043,0.002,904.52,904.89,190.136,22.363
Germany,2008,DEU,81217488.0,3340933005312.0,13.579,0.167,852.858,2.628,0.309,839.342,2.276,0.272,10.334,0.251,0.213,10.501,0.255,0.217,356.208,4.386,1038.432,12.786,0.311,1037.724,83277.711,83043.641,60663.504,63.288,4984.824,5.447,16342.849,185.516,48445.984,1.178,2.945,0.036,179.821,2.214,11.176,11.172,-13.516,-0.166,60.81,0.749,46.15,0.568,291.228,3.586,0.112,9.078,3934.661,1.188,2.662,2.282,2.698,3.992,6.515,4.136,9.86,0.452,3.029,0.001,3.612,3.125,0.88,3.051,-0.285,2.599,3.492,3.343,0.005,0.036,0.043,0.002,907.34,907.72,185.574,21.759
Germany,2009,DEU,81260624.0,3189039955968.0,12.559,0.155,788.286,-64.572,-7.571,771.523,-67.819,-8.08,9.494,0.242,0.209,9.701,0.247,0.214,317.893,3.912,972.58,11.969,0.305,1050.283,84065.992,83815.164,60981.398,65.864,5152.224,-11.316,16623.008,193.215,45436.277,1.158,2.575,0.032,167.4,2.06,10.476,10.471,-16.763,-0.206,58.9,0.725,46.35,0.57,280.159,3.448,0.095,7.699,3692.18,1.068,2.503,2.101,2.439,3.866,6.418,4.099,9.706,0.459,3.025,-0.002,3.587,3.126,0.779,2.912,-0.32,2.556,3.155,3.305,0.005,0.037,0.044,0.002,850.86,851.25,184.295,23.379
Germany,2010,DEU,81325088.0,3356793241600.0,12.431,0.153,831.13,42.844,5.435,818.476,46.953,6.086,10.064,0.244,0.213,10.22,0.248,0.216,343.352,4.222,1022.113,12.568,0.304,1062.715,84897.117,84633.641,61324.75,68.445,5336.215,-23.97,16903.453,201.542,47305.82,1.146,2.582,0.032,183.991,2.262,10.842,10.837,-12.653,-0.156,57.84,0.711,39.31,0.483,280.447,3.448,0.102,8.327,3847.15,0.991,2.495,2.127,2.463,3.739,6.321,4.063,9.549,0.466,3.023,-0.003,3.56,3.136,0.756,2.971,-0.244,2.475,3.383,3.268,0.005,0.037,0.044,0.002,881.31,881.69,190.983,22.979
Germany,2011,DEU,81423384.0,3519131418624.0,13.393,0.164,807.614,-23.516,-2.829,793.163,-25.313,-3.093,9.741,0.225,0.214,9.919,0.229,0.218,344.685,4.233,981.791,12.058,0.279,1076.108,85704.734,85426.797,61669.434,71.118,5504.613,-38.421,17173.305,210.157,45571.504,1.054,2.673,0.033,168.397,2.068,10.464,10.326,-14.451,-0.177,55.94,0.687,37.77,0.464,269.85,3.314,0.106,8.615,3710.586,0.993,2.345,2.0,2.34,3.614,6.222,4.024,9.387,0.473,3.01,-0.005,3.532,3.136,0.743,2.642,-0.277,2.378,3.132,3.23,0.005,0.037,0.044,0.002,840.75,852.01,174.177,21.567
Germany,2012,DEU,81545568.0,3536438165504.0,13.289,0.163,812.816,5.202,0.644,803.035,9.872,1.245,9.848,0.227,0.213,9.968,0.23,0.216,349.791,4.29,917.211,11.248,0.259,1089.397,86517.547,86229.836,62019.223,73.776,5672.663,-48.201,17444.01,218.48,46132.672,1.064,2.657,0.033,168.05,2.061,10.61,10.472,-9.781,-0.12,55.34,0.679,37.85,0.464,270.706,3.32,0.102,8.323,3761.915,0.96,2.327,1.994,2.348,3.497,6.125,3.986,9.231,0.479,2.996,-0.006,3.505,3.131,0.704,2.584,-0.183,2.354,3.008,3.193,0.005,0.038,0.044,0.002,853.95,865.21,104.395,12.844
Germany,2013,DEU,81680592.0,3553715290112.0,12.503,0.153,833.804,20.989,2.582,825.475,22.441,2.794,10.106,0.232,0.213,10.208,0.235,0.216,356.89,4.369,929.137,11.375,0.261,1101.9,87351.352,87055.312,62376.117,76.464,5843.199,-56.53,17726.562,227.115,47361.547,1.089,2.689,0.033,170.536,2.088,10.793,10.655,-8.329,-0.102,55.08,0.674,38.48,0.471,282.552,3.459,0.106,8.635,3868.519,0.867,2.367,2.059,2.381,3.38,6.034,3.951,9.081,0.484,2.983,-0.007,3.481,3.122,0.697,2.609,-0.171,2.439,2.932,3.158,0.005,0.038,0.045,0.002,870.32,881.58,95.332,11.433
Germany,2014,DEU,81858824.0,3610400784384.0,12.905,0.158,794.738,-39.066,-4.685,788.546,-36.929,-4.474,9.633,0.218,0.213,9.709,0.22,0.214,344.857,4.213,906.148,11.07,0.251,1114.804,88146.094,87843.859,62720.969,78.943,5995.478,-62.723,17999.896,236.0,45327.562,1.028,2.478,0.03,152.279,1.86,10.271,10.133,-6.192,-0.076,53.39,0.652,39.37,0.481,273.335,3.339,0.109,8.885,3710.461,0.861,2.241,1.938,2.298,3.269,5.943,3.915,8.936,0.488,2.96,-0.008,3.456,3.114,0.64,2.291,-0.119,2.352,2.909,3.123,0.004,0.038,0.045,0.002,829.47,840.76,111.41,14.018
Germany,2015,DEU,82073232.0,3672553029632.0,12.626,0.154,798.085,3.346,0.421,790.941,2.395,0.304,9.637,0.215,0.209,9.724,0.217,0.211,341.028,4.155,893.464,10.886,0.243,1127.43,88944.18,88634.805,63062.0,81.316,6152.943,-69.866,18275.73,244.757,46066.887,1.029,2.374,0.029,157.466,1.919,10.301,10.163,-7.144,-0.087,52.53,0.64,38.5,0.469,275.835,3.361,0.107,8.757,3780.858,0.874,2.25,1.925,2.326,3.172,5.857,3.879,8.801,0.491,2.939,-0.009,3.43,3.105,0.618,2.321,-0.127,2.321,2.884,3.089,0.004,0.039,0.045,0.002,834.14,845.44,95.379,11.951
